200;0.019276738
210;0.016935845
220;0.017707835
230;0.020662441
240;0.026358913
250;0.024645105
260;0.021689172
270;0.018725344
280;0.019016867
290;0.020117749
300;0.022191328
310;0.019971688
320;0.018094879
330;0.017252934
340;0.017277197
350;0.017385962
360;0.017534962
370;0.018611507
380;0.00579915
390;0.000942053
400;0.000995497
410;0.0243681
420;0.0158918
430;4.55E-05
440;0.184457
450;0.201574
460;0.197162
470;0.167357
480;0.348462
490;0.656125
500;0.584205
510;0.936851
520;0.933543
530;0.898542
540;0.995
550;0.98829
560;0.794998
570;0.778655
580;0.659389
590;0.555561
600;0.358918
610;0.130382
620;0.135328
630;0.0619103
640;0.0353109
650;0.0421024
660;0.00359205
670;0.00788589
680;0.0477622
690;0.0131883
700;0.0129928
710;0.0169851
720;0.0206207
730;0.0310322
740;0.002282706
750;0.00162635
760;0.001584628
770;0.001430774
780;0.00156541
790;0.00168112
800;0.002854885
810;0.000409055
820;0.000138498
830;7.83253E-05
840;0.000139691
850;0.000333564
860;4.31122E-05
870;1.37002E-05
880;3.2046E-06
890;1.68644E-06
900;1.61637E-06
910;2.20908E-06
920;2.0785E-06
930;4.00301E-06
940;5.95109E-06
950;8.5975E-06
960;1.54945E-05
970;7.05686E-06
980;0.000003528
990;3.36509E-06
1000;3.05594E-06
1010;2.69862E-06
1020;4.95476E-06
1030;7.85248E-06
1040;8.82534E-06
1050;1.84417E-05
1060;1.57323E-05
1070;1.68565E-05
1080;1.09332E-05
1090;1.89368E-05
1100;1.47498E-05
