2600,73.13758
2595,73.1
2590,72.92823
2585,72.8188
2580,72.72312
2575,72.68469
2570,72.70918
2565,72.61465
2560,72.41664
2555,72.32843
2550,72.30629
2545,72.27402
2540,72.16254
2535,72.07914
2530,71.96199
2525,71.83284
2520,71.70518
2515,71.65976
2510,71.57908
2505,71.50874
2500,71.34883
2495,71.24915
2490,71.15365
2485,71.02482
2480,70.88877
2475,70.82876
2470,70.71728
2465,70.5968
2460,70.46167
2455,70.38758
2450,70.2885
2445,70.22556
2440,70.07102
2435,69.93043
2430,69.83674
2425,69.70946
2420,69.5665
2415,69.4594
2410,69.35917
2405,69.18979
2400,69.07922
2395,68.95279
2390,68.84042
2385,68.71222
2380,68.56298
2375,68.41173
2370,68.28739
2365,68.09335
2360,67.92519
2355,67.78767
2350,67.60815
2345,67.46712
2340,67.31034
2335,67.12926
2330,66.97407
2325,66.81525
2320,66.61751
2315,66.48632
2310,66.29476
2305,66.09798
2300,65.93878
2295,65.76561
2290,65.5603
2285,65.38773
2280,65.18307
2275,64.98632
2270,64.8146
2265,64.63558
2260,64.42631
2255,64.20619
2250,64.01968
2245,63.80856
2240,63.5888
2235,63.39688
2230,63.21875
2225,63.03287
2220,62.81785
2215,62.65129
2210,62.48633
2205,62.26765
2200,62.07562
2195,61.89077
2190,61.75824
2185,61.64275
2180,61.4864
2175,61.33324
2170,61.16057
2165,60.97277
2160,60.72423
2155,60.50229
2150,60.30065
2145,60.10324
2140,59.86723
2135,59.64343
2130,59.38957
2125,59.18223
2120,58.96154
2115,58.72378
2110,58.49779
2105,58.24469
2100,57.99919
2095,57.73715
2090,57.4868
2085,57.23421
2080,56.99244
2075,56.73749
2070,56.46386
2065,56.18008
2060,55.88524
2055,55.6392
2050,55.41006
2045,55.13275
2040,54.86189
2035,54.56967
2030,54.2777
2025,53.97258
2020,53.68241
2015,53.42666
2010,53.16198
2005,52.86714
2000,52.5692
1995,52.26562
1990,51.97585
1985,51.69341
1980,51.41188
1975,51.12723
1970,50.83237
1965,50.51753
1960,50.21526
1955,49.89784
1950,49.58423
1945,49.25218
1940,48.95
1935,48.64212
1930,48.27683
1925,47.92791
1920,47.46932
1915,47.00982
1910,46.72184
1905,46.48388
1900,46.20371
1895,45.82416
1890,45.47199
1885,45.20604
1880,44.98872
1875,44.82139
1870,44.51158
1865,43.75059
1860,43.1875
1855,43.01278
1850,42.91647
1845,42.61725
1840,42.10327
1835,41.72094
1830,41.24846
1825,40.87545
1820,40.54133
1815,40.24887
1810,39.91234
1805,39.55118
1800,39.18906
1795,38.81993
1790,38.47388
1785,38.13826
1780,37.8178
1775,37.40918
1770,36.86822
1765,36.38843
1760,36.00897
1755,35.64801
1750,35.30291
1745,34.9618
1740,34.5939
1735,34.18867
1730,33.77826
1725,33.37617
1720,32.9766
1715,32.58711
1710,32.21953
1705,31.8404
1700,31.42838
1695,31.01512
1690,30.62791
1685,30.26929
1680,29.8845
1675,29.44554
1670,29.0285
1665,28.61974
1660,28.20749
1655,27.7963
1650,27.39544
1645,27.03465
1640,26.67512
1635,26.27358
1630,25.86281
1625,25.46106
1620,25.06461
1615,24.68298
1610,24.29397
