200;0.011428089
210;0.01000088
220;0.010351172
230;0.012063916
240;0.015295717
250;0.014589478
260;0.013113406
270;0.011574495
280;0.012154909
290;0.013339545
300;0.015870037
310;0.01615098
320;0.016440506
330;0.016950285
340;0.017813185
350;0.018377138
360;0.018518736
370;0.018781693
380;0.000474692
390;0.00899763
400;0.0157514
410;0.140795
420;0.23078
430;0.533701
440;0.650198
450;0.747905
460;0.847323
470;0.847323
480;0.800255
490;0.502366
500;0.48563
510;0.410195
520;0.270724
530;0.170995
540;0.128009
550;0.0783135
560;0.0334279
570;0.0318905
580;0.0506026
590;0.0219828
600;0.0219196
610;0.0146893
620;0.00840584
630;0.0136721
640;0.00456583
650;0.00102357
660;0.00593761
670;0.0198924
680;0.012605
690;0.00105277
700;0.0122271
710;0.00799476
720;0.0102217
730;0.0148191
740;0.000766767
750;0.00071406
760;0.000709281
770;0.000610612
780;9.30E-04
790;1.73E-03
800;6.83E-03
810;4.19E-04
820;1.40E-04
830;7.80E-05
840;1.48E-04
850;3.65E-04
860;4.85E-05
870;1.47E-05
880;3.41E-06
890;1.78E-06
900;1.85E-06
910;2.43E-06
920;2.03E-06
930;4.18E-06
940;6.83E-06
950;9.25E-06
960;1.65E-05
970;7.23E-06
980;3.5633E-06
990;3.40994E-06
1000;3.2934E-06
1010;2.7409E-06
1020;5.22256E-06
1030;8.34288E-06
1040;9.61449E-06
1050;1.90533E-05
1060;1.67971E-05
1070;1.56041E-05
1080;1.04686E-05
1090;1.93275E-05
1100;1.45499E-05
